ka_pop,1,0.82876,-0.853618,-0.67582,0.133778,0.0263916,-0.306733,0.454637,0.183815,-0.17871,-0.302226,-0.51915,0.157368,0.220203,0.124115,0.0195594,0.124132,-0.0347643
V_pop,0.82876,1,-0.911366,-0.764625,0.0197171,0.0792974,-0.225279,0.440681,0.17161,-0.138772,-0.358782,-0.518135,0.163121,0.30116,0.110186,0.0460302,0.143952,-0.0404812
k_pop,-0.853618,-0.911366,1,0.811639,0.0429325,-0.148402,0.138247,-0.404042,-0.13373,0.0379707,0.410346,0.550552,-0.171598,-0.386273,-0.0941418,-0.0560577,-0.164285,0.0660218
k12_pop,-0.67582,-0.764625,0.811639,1,0.219719,-0.0877951,0.311621,-0.448943,-0.175318,0.191516,0.387361,0.438932,-0.160609,-0.277488,-0.13347,-0.0311365,-0.169008,0.0503656
k21_pop,0.133778,0.0197171,0.0429325,0.219719,1,-0.235921,-0.193268,0.113424,0.0950968,-0.236197,0.149894,-0.038046,-0.0203629,-0.224577,0.102693,-0.0884242,-0.013805,0.00360837
km_pop,0.0263916,0.0792974,-0.148402,-0.0877951,-0.235921,1,0.283414,-0.0904547,-0.0831921,0.218674,-0.0917305,-0.0890556,0.0120264,0.264451,-0.0460946,0.0426082,0.102496,-0.053347
Kpm_pop,-0.306733,-0.225279,0.138247,0.311621,-0.193268,0.283414,1,-0.358578,-0.212605,0.429229,0.0162695,0.0889686,-0.0757567,0.272073,-0.126009,0.0856746,0.00742749,-0.125954
omega_ka,0.454637,0.440681,-0.404042,-0.448943,0.113424,-0.0904547,-0.358578,1,0.266781,-0.559145,-0.117587,-0.246079,0.0994815,-0.0380664,0.140357,-0.0569065,0.0831876,-0.020055
omega_V,0.183815,0.17161,-0.13373,-0.175318,0.0950968,-0.0831921,-0.212605,0.266781,1,-0.405773,-0.0369793,-0.0761891,0.0322436,-0.0990516,0.0927276,-0.0565039,0.0295229,-0.00066324
omega_k,-0.17871,-0.138772,0.0379707,0.191516,-0.236197,0.218674,0.429229,-0.559145,-0.405773,1,-0.118168,0.0521046,-0.047601,0.291428,-0.169843,0.0989506,-0.044711,0.00174185
omega_k12,-0.302226,-0.358782,0.410346,0.387361,0.149894,-0.0917305,0.0162695,-0.117587,-0.0369793,-0.118168,1,0.0898905,-0.0790943,-0.227342,-0.0286483,-0.0930126,-0.0326241,-0.000570022
omega_k21,-0.51915,-0.518135,0.550552,0.438932,-0.038046,-0.0890556,0.0889686,-0.246079,-0.0761891,0.0521046,0.0898905,1,-0.118603,-0.324349,-0.198773,-0.00494118,-0.125061,0.0564626
omega_km,0.157368,0.163121,-0.171598,-0.160609,-0.0203629,0.0120264,-0.0757567,0.0994815,0.0322436,-0.047601,-0.0790943,-0.118603,1,0.117439,0.0279118,-0.00616725,0.0671844,-0.0526708
omega_Kpm,0.220203,0.30116,-0.386273,-0.277488,-0.224577,0.264451,0.272073,-0.0380664,-0.0990516,0.291428,-0.227342,-0.324349,0.117439,1,-0.00770028,0.0461164,0.114911,-0.0936326
a1_Cp,0.124115,0.110186,-0.0941418,-0.13347,0.102693,-0.0460946,-0.126009,0.140357,0.0927276,-0.169843,-0.0286483,-0.198773,0.0279118,-0.00770028,1,-0.404376,0.0275073,-0.00547398
b1_Cp,0.0195594,0.0460302,-0.0560577,-0.0311365,-0.0884242,0.0426082,0.0856746,-0.0569065,-0.0565039,0.0989506,-0.0930126,-0.00494118,-0.00616725,0.0461164,-0.404376,1,-0.000540631,-0.00773073
a2_Cm,0.124132,0.143952,-0.164285,-0.169008,-0.013805,0.102496,0.00742749,0.0831876,0.0295229,-0.044711,-0.0326241,-0.125061,0.0671844,0.114911,0.0275073,-0.000540631,1,-0.526434
b2_Cm,-0.0347643,-0.0404812,0.0660218,0.0503656,0.00360837,-0.053347,-0.125954,-0.020055,-0.00066324,0.00174185,-0.000570022,0.0564626,-0.0526708,-0.0936326,-0.00547398,-0.00773073,-0.526434,1
