Tlag_pop,1,0.261827,0.0757948,0.000481349,0.0299138,0.00309266,0,0,0,0,0,0
ka_pop,0.261827,1,-0.00812771,-0.0267474,-0.038648,-0.00495228,0,0,0,0,0,0
V_pop,0.0757948,-0.00812771,1,0.108334,0.00287378,-0.000556425,0,0,0,0,0,0
beta_V_lw70,0.000481349,-0.0267474,0.108334,1,0.00045024,-0.00281897,0,0,0,0,0,0
Cl_pop,0.0299138,-0.038648,0.00287378,0.00045024,1,0.089524,0,0,0,0,0,0
beta_Cl_lw70,0.00309266,-0.00495228,-0.000556425,-0.00281897,0.089524,1,0,0,0,0,0,0
omega_Tlag,0,0,0,0,0,0,1,-0.0846999,-0.00177071,-0.000843516,-0.00239085,-0.00539952
omega_ka,0,0,0,0,0,0,-0.0846999,1,-0.00249154,-0.00149518,0.0326994,-0.0590895
omega_V,0,0,0,0,0,0,-0.00177071,-0.00249154,1,0.000697915,0.0062361,-0.0583388
omega_Cl,0,0,0,0,0,0,-0.000843516,-0.00149518,0.000697915,1,-0.0100303,0.0013487
a,0,0,0,0,0,0,-0.00239085,0.0326994,0.0062361,-0.0100303,1,-0.796461
b,0,0,0,0,0,0,-0.00539952,-0.0590895,-0.0583388,0.0013487,-0.796461,1
