Tlag_pop,0.0522925,0.0180935,0.000473914,1.54432e-05,0.000326,0.000178914,0,0,0,0,0,0
ka_pop,0.0180935,0.0913226,-6.7158e-05,-0.00113404,-0.0005566,-0.000378606,0,0,0,0,0,0
V_pop,0.000473914,-6.7158e-05,0.000747619,0.000415589,3.74473e-06,-3.84893e-06,0,0,0,0,0,0
beta_V_lw70,1.54432e-05,-0.00113404,0.000415589,0.0196842,3.01043e-06,-0.000100056,0,0,0,0,0,0
Cl_pop,0.000326,-0.0005566,3.74473e-06,3.01043e-06,0.00227119,0.00107934,0,0,0,0,0,0
beta_Cl_lw70,0.000178914,-0.000378606,-3.84893e-06,-0.000100056,0.00107934,0.0640008,0,0,0,0,0,0
omega_Tlag,0,0,0,0,0,0,0.0291894,-0.00343737,-6.48704e-06,-4.91057e-06,-1.74064e-05,-8.02968e-06
omega_ka,0,0,0,0,0,0,-0.00343737,0.0564237,-1.26907e-05,-1.21018e-05,0.00033099,-0.000122172
omega_V,0,0,0,0,0,0,-6.48704e-06,-1.26907e-05,0.000459806,5.09936e-07,5.69829e-06,-1.08887e-05
omega_Cl,0,0,0,0,0,0,-4.91057e-06,-1.21018e-05,5.09936e-07,0.00116105,-1.45641e-05,4.00012e-07
a,0,0,0,0,0,0,-1.74064e-05,0.00033099,5.69829e-06,-1.45641e-05,0.00181589,-0.00029542
b,0,0,0,0,0,0,-8.02968e-06,-0.000122172,-1.08887e-05,4.00012e-07,-0.00029542,7.57636e-05
